ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
2128;Lord and Lady Waycrest;Stricken with grief due to her ailing husband, Lady Waycrest called out to any power that could save him. Gorak Tul answered her cry and promised that death would never part the couple, for a price.;0.514365017414093,0.2585600018501282;1021;2116;4;17769;1018;0;0;-1
2129;Gorak Tul;Gorak Tul and his bloodthirsty Drust were first defeated by an ancient order of Kul Tiran soldiers two-thousand years ago. Trapped within the Blights Lands, Gorak Tul bided his time, waiting for an opportunity to exact his revenge. Now, Gorak Tul has corrupted Drustvar's seat of power and his new followers feverishly conspire to release him from prison.;0.5747900009155273,0.2549409866333008;1021;2117;5;18039;1029;0;0;-1
2130;Sporecaller Zancha;Twisted by G'huun's corruption, Zancha's only remaining desire is to spread the plague festering within his animated corpse.;0.6482419967651367,0.29044198989868164;1022;2112;3;17475;1041;0;0;-1
2131;Cragmaw the Infested;Infested with plague carrying parasites, this beast's only desire is to escape the caves where it can spread G'huun's infection throughout the world.;0.7298129796981812,0.5341619849205017;1022;2118;2;17507;1041;0;0;-1
2132;Chopper Redhook;Chopper Redhook's brutality is feared throughout Kul Tiras. Supported by Irontide forces, Chopper is free to rampage through Boralus, relishing the chaos rampant in the streets.;0.5776680111885071,0.2888199985027313;1023;2098;1;17708;1162;924;6;1
2133;Sergeant Bainbridge;Sergeant Bainbridge is a rigid officer that vehemently enforces his rule of iron. Believing weakness should be punishable by death, Bainbridge is quick to send those who offend him to the noose.;0.5767310261726379,0.2888210117816925;1023;2097;1;17749;1162;923;10;1
2134;Hadal Darkfathom;Hadal Darkfathom is an ancient sea giant called from the depths to unleash his fury on Boralus. Using his powerful strength he crushes buildings, statues and civilians alike.;0.4790700078010559,0.7816380262374878;1023;2099;3;17781;1162;0;0;-1
2139;T'zane;Animated by the powerful voodoo of the nearby Necropolis, T'zane stalks the swamps of Nazmir in search of more souls to consume.;0.5,0.5;1028;0;6;17805;0;0;0;-1
2140;Viq'Goth;Summoned from the depths by Lady Ashvane, Viq'Goth has devastated the harbor. Capable of pulling entire galleons to the crushing depths, this leviathan must be defeated before the Kul Tiran fleet is destroyed.;0.5248460173606873,0.9254649877548218;1023;2100;4;17812;1162;0;0;-1
2141;Ji'arak;This mighty pterrordax has a roost high up in the mountains of Zuldazar, where the air is too thin for most lungs to draw breath, and life struggles to take hold. Occasionally she descends upon the swamps below in search of heartier meals to bring back to her brood.;0.5,0.5;1028;0;7;17832;0;0;0;-1
2142;Adderis and Aspix;A pair of powerful sethrak charged with guarding the temple's entrance to prevent anyone from interfering with their master's plot.;0.6863729953765869,0.7950310111045837;1030;2124;1;17841;1038;0;0;-1
2143;Merektha;Merektha is the product of foul experiments to produce an army of unstoppable beasts. With her clutch of eggs beginning to hatch, this mother is on the hunt for victims to serve as food for her ravenous children.;0.4298270046710968,0.5124220252037048;1030;2125;2;17845;1038;0;0;-1
2144;Galvazzt;With the corruption of her temple, Sethraliss' command of lightning has created twisted elementals that roam the sunken chambers. The most powerful of these creatures is called Galvazzt, capable of eradicating anything that crosses its path.;0.4511379897594452,0.30124199390411377;1030;2126;3;17849;1038;0;0;-1
2145;Avatar of Sethraliss;The Heart of Sethraliss is in the grips of a terrible power that seeks to corrupt her. Her avatar must be restored before this evil takes root and she is reborn as a dark loa capable of destroying the whole of Vol'dun.;0.37836799025535583,0.23771899938583374;1030;2127;4;17853;1043;0;0;-1
2146;Fetid Devourer;The experiments within Uldir conducted tests upon countless lifeforms, including several loa who inhabited the forests around Zandalar. After the experiments proved lethal, the loa's remains were disposed of improperly, much to the delight of the dark consciousness imprisoned within Uldir.;0.654350996017456,0.48616600036621094;1031;2128;3;17857;1153;0;0;-1
2147;G'huun;In Uldir, the titans had hoped to find a solution to the Old Gods. But when they experimented upon the Old Gods' unending, ravenous need to corrupt, they unexpectedly created a perfect avatar of that desire. G'huun is nothing but rot, pestilence, and decay, the ultimate parasite who cannot stop himself from consuming his host until it is gone.;0.5172410011291504,0.22332100570201874;1031;2122;11;17870;1155;0;0;-1
2153;Aqu'sirr;The deeps hide many powerful secrets lost to time. A master of these waters, Lord Stormsong calls upon one of these creatures of myth to defend the sacred shrine.;0.46530699729919434,0.4068320095539093;1036;2130;1;17890;1039;0;0;-1
2154;Tidesage Council;Brother Ironhull and Galecaller Faye use their power to bless the Kul Tiran ships and ensure their fleet remains unmatched on the seas.;0.24677899479866028,0.3975149989128113;1036;2131;2;17895;1039;0;0;-1
2155;Lord Stormsong;Master of House Stormsong, Lord Stormsong leads the tidesages in their oceanic blessings and ways. However, not all is as it seems...;0.4024380147457123,0.5372660160064697;1036;2132;3;17900;1040;0;0;-1
2156;Vol'zith the Whisperer;Sent by Queen Azshara to subvert the tidesages, Vol'zith whispers promises of power to those willing to listen.;0.695123016834259,0.35403698682785034;1036;2133;4;17905;1040;0;0;-1
2157;Elder Leaxa;A devout worshipper of G'huun, Elder Leaxa seeks to further the spread of rot through ritualistic blood sacrifices.;0.4795230031013489,0.5204650163650513;1022;2111;1;17910;1041;0;0;-1
2158;Unbound Abomination;G'huun's rot in its purest form, the Unbound Abomination's only purpose is to infect all life.;0.35241198539733887,0.41925498843193054;1022;2123;4;17915;1042;0;0;-1
2165;The Golden Serpent;Kings' Rest has come under attack before. After a foolish troll tried to summon Hakkar the Soulflayer to this island many millennia ago, the priests of Zandalar created a mighty construct to defend this tomb. The Golden Serpent has stood against intruders ever since, judging who is worthy to enter these sacred halls.;0.8072310090065002,0.6859539747238159;1041;2139;1;17989;1004;0;0;-1
2166;Vectis;The plague of corrupted blood killed countless trolls and began one of the most terrifying periods in Zandalar's history. The constructs within Uldir studied the disease in search of a cure, but found that only isolation and extermination was effective. Unfortunately, as the facility's safeguards cracked apart, the plague was accidentally combined with a sample of G'huun's blood, creating a new entity that hungered for fresh victims.;0.5255150198936462,0.3082999885082245;1031;2134;4;18933;1152;0;0;-1
2167;MOTHER;"Uldir's titanic watcher was gifted with tenacity and an insatiable desire to discover a ""solution"" to the Old Gods. Her protocols have remained fully intact, even though many other systems in her facility have collapsed. WARNING: M.O.T.H.E.R. will not accept aid from contaminated subjects.";0.507390022277832,0.43675899505615234;1031;2141;2;18011;1149;0;0;-1
2168;Taloc;The titan keepers enacted countless systems to detect and contain any breach from the facility. Their most powerful construct, Taloc, kept watch for any signs of corruption in the region and ruthlessly excised any that he found. But as thousands of years passed, its internal defenses began to decay, making it vulnerable to corruption.;0.524806022644043,0.30039599537849426;1031;2144;1;18018;1148;0;0;-1
2169;Zek'voz, Herald of N'Zoth;Shortly after the Sundering, a dark messenger arrived on the fresh shores of Zandalar, intending to bring the newly isolated tribe into the service of N'Zoth. Zek'voz was prepared to entice, bribe, cajole, corrupt, or simply kill them, but he was not prepared to encounter the defenses of Uldir. He was captured, studied, disassembled, and stored in the Titans' Archives, where he has waited for a chance to escape.;0.38177400827407837,0.5098810195922852;1031;2136;3;18057;1151;0;0;-1
2170;The Council of Tribes;There was once a time when no single emperor could rule Zandalar. After a period of civil war, the heads of three families formed an uneasy coalition and tried to rule the empire together. Though they did not often agree, there was peace in Zandalar. Briefly.;0.4367470145225525,0.7920269966125488;1041;2140;3;18257;1004;0;0;-1
2171;Mchimba the Embalmer;"There was once a caste of Zandalari whose purpose was to preserve and defend the remains of past rulers. But when a terrible plague of corrupted blood tore through the empire, it was too risky for mortals to handle the dead. Golems were summoned for the grim work of preservation and burial; they have been used ever since.";0.5451809763908386,0.24067899584770203;1041;2142;2;18136;1004;0;0;-1
2172;Dazar, The First King;"Dazar. The founder and first King of Zandalar, who led an exodus of his people out of the muck and mire and built a city of gold. The first tamer of raptors. The warrior undefeated. The father of a kingdom.

His eternal repose cut short by Zul's dark magic, it lies to you to once again put him to rest.";0.13855299353599548,0.482248991727829;1041;2143;4;18244;1004;0;0;-1
2173;Dread Captain Lockwood;Dread Captain Lockwood commands a host of Azerite artillery. Currently her cannons are trained on the palace, threatening to reduce the seat of the Proudmoore's power to rubble unless they surrender.;0.5475670099258423,0.6024850010871887;1023;2109;2;18221;1162;0;0;-1
2194;Mythrax the Unraveler;Mythrax the Unraveler, Bringer of Oblivion, Slayer of Sethraliss: with his mission complete, he returns to his master's side to await further instruction.;0.5172410011291504,0.8498029708862305;1031;2135;8;18456;1155;0;0;-1
2195;Zul, Reborn;Once the proud leader of the Zanchuli Council, highest advisors to the kings of Zandalar, Zul was praised as the greatest of prophets. Now, the dark prophet has turned on King Rastakhan and would see a true troll empire rule the world once again, even if it means submitting to the blood god: G'huun.;0.5099999904632568,0.5320000052452087;1031;2145;6;18523;1154;0;0;-1
